pork,rice,2.775308641975309
rice,pork,2.775308641975309
pork,roll products,2.7478303385894143
roll products,pork,2.7478303385894147
tropical fruit,processed cheese,2.4555928092452564
processed cheese,tropical fruit,2.455592809245257
white bread,processed cheese,5.975445303932901
processed cheese,white bread,5.975445303932901
rice,root vegetables,3.792101990049752
root vegetables,rice,3.7921019900497517
sugar,rice,4.725525525525526
rice,sugar,4.725525525525526
tropical fruit,rice,2.414276485788114
rice,tropical fruit,2.414276485788114
rice,whole milk,2.400371402042711
whole milk,rice,2.400371402042711
roll products,root vegetables,2.8159173193438747
root vegetables,roll products,2.815917319343875
roll products,sugar,3.8014747420688018
sugar,roll products,3.8014747420688018
roll products,whipped/sour cream,2.4862018116705284
whipped/sour cream,roll products,2.486201811670529
tidbits,rolls/buns,2.8365419280409543
rolls/buns,tidbits,2.8365419280409547
turkey,root vegetables,2.867012593283582
root vegetables,turkey,2.8670125932835817
sugar,salt,5.015298317185111
salt,sugar,5.015298317185111
salt,whipped/sour cream,2.7637494981934974
whipped/sour cream,salt,2.763749498193497
waffles,salty snack,2.657805655117483
salty snack,waffles,2.6578056551174836
sliced cheese,sausage,3.047434930215013
sausage,sliced cheese,3.047434930215013
spices,sausage,2.7131610219845514
sausage,spices,2.7131610219845514
sliced cheese,soft cheese,4.372406639004149
soft cheese,sliced cheese,4.372406639004149
tidbits,soda,2.4933451641526174
soda,tidbits,2.4933451641526174
soft cheese,specialty chocolate,2.5452898550724634
specialty chocolate,soft cheese,2.5452898550724634
whipped/sour cream,soft cheese,2.4911347517730493
soft cheese,whipped/sour cream,2.4911347517730493
soft cheese,white bread,2.686694847020934
white bread,soft cheese,2.686694847020934
yogurt,soft cheese,2.517462342079689
soft cheese,yogurt,2.5174623420796887
sugar,soups,4.408139482766349
soups,sugar,4.408139482766349
soups,whipped/sour cream,3.1232137186408386
whipped/sour cream,soups,3.1232137186408386
specialty bar,waffles,2.7082472807379876
waffles,specialty bar,2.7082472807379876
sweet spreads,white bread,4.003826738316235
white bread,sweet spreads,4.003826738316235
tea,tropical fruit,3.260276417788657
tropical fruit,tea,3.2602764177886576
tropical fruit,turkey,3.097262596899225
turkey,tropical fruit,3.097262596899225
